#timestamp, acel_linear, vel_angular
16.4543,7.35414,0.219413
16.4649,15.0211,0.498447
16.4742,15.0211,0.498447
16.485,13.2124,0.197823
16.4938,13.2124,0.197823
16.5042,4.02928,0.204287
16.514,4.02928,0.204287
16.5264,6.24427,0.394512
16.5341,6.24427,0.394512
16.544,12.9175,0.269292
16.554,12.9175,0.269292
16.5656,12.9175,0.269292
16.5739,12.9175,0.269292
16.5851,7.98667,0.0645755
16.5941,7.98667,0.0645755
16.605,9.50017,0.188425
16.6144,9.50017,0.188425
16.6237,11.1237,0.0404228
16.6341,11.1237,0.0404228
16.6442,8.96921,0.178225
16.6544,8.96921,0.178225
16.6642,10.7387,0.12037
16.674,10.7387,0.12037
16.6839,10.7987,0.133847
16.6941,10.7987,0.133847
16.7041,11.3279,0.156799
16.7154,11.3279,0.156799
16.724,10.2505,0.0198494
16.7362,10.2505,0.0198494
16.7537,8.88132,0.0583181
16.7544,8.88132,0.0583181
16.7645,10.9462,0.154422
16.7774,10.9462,0.154422
16.7844,18.4333,0.160116
16.7937,18.4333,0.160116
16.8036,2.92416,0.511521
16.8148,2.92416,0.511521
16.8234,9.29536,0.13932
16.834,9.29536,0.13932
16.8438,11.9211,0.191966
16.8571,11.9211,0.191966
16.8636,10.063,0.334097
16.8761,8.86316,0.481296
16.8848,8.86316,0.481296
16.8937,8.86316,0.481296
16.9037,8.86316,0.481296
16.9147,8.86316,0.481296
16.9276,7.44882,0.235799
16.9364,7.44882,0.235799
16.9504,10.671,0.11664
16.9567,10.671,0.11664
16.9644,10.4243,0.191084
16.9763,10.4243,0.191084
16.985,10.7521,0.0564358
16.9962,10.7521,0.0564358
17.0053,10.7521,0.0564358
17.018,10.7521,0.0564358
17.0252,8.48997,0.17168
17.0349,8.48997,0.17168
17.0436,10.9344,0.202894
17.0544,10.9344,0.202894
17.0643,10.5656,0.0161245
17.074,10.5656,0.0161245
17.0838,10.5656,0.0161245
17.0936,8.14774,0.129823
17.1043,8.14774,0.129823
17.1139,8.79242,0.037
17.1252,8.79242,0.037
17.134,12.4323,0.304266
17.1438,12.4323,0.304266
17.1552,14.6773,0.0901665
17.164,14.6773,0.0901665
17.1739,14.6773,0.0901665
17.1843,8.65422,0.140656
17.1937,8.65422,0.140656
17.2046,8.65422,0.140656
17.2139,10.7857,0.0778524
17.2245,10.7857,0.0778524
17.2337,10.7857,0.0778524
17.2439,9.75525,0.101814
17.254,9.75525,0.101814
17.2638,9.28633,0.1001
17.2736,9.28633,0.1001
17.2841,10.1588,0.053376
17.2958,10.1588,0.053376
17.304,9.89693,0.232144
